"","X_id","Institution.Name","Institution.Address","Outbreak.Setting","Type.of.Outbreak","Causative.Agent.1","Causative.Agent.2","Date.Outbreak.Began","Date.Declared.Over","Active"
"712",712,"Cedarvale Terrace Long Term Care Home - 5th Fl","429 Walmer Road","LTCH","Respiratory","Influenza A (H3N2)","","2022-06-13","2022-07-12","N"
"713",713,"The Hospital for Sick Children - Unit 8B","555 University Ave E","Hospital-Acute Care","Respiratory","Rhinovirus","","2022-06-13","2022-06-24","N"
"714",714,"Wesburn Manor - 2N & 2S","400 The West Mall","LTCH","Respiratory","Rhinovirus","","2022-06-13","2022-06-22","N"
"715",715,"Wesburn Manor - 3N & 3S","400 The West Mall","LTCH","Respiratory","COVID-19","","2022-06-13","2022-06-21","N"
"716",716,"Eatonville Care Centre - Unit 3","420 The East Mall","LTCH","Respiratory","COVID-19","","2022-06-11","2022-08-08","N"
"717",717,"Castleview Wychwood Towers","351 Christie St","LTCH","Respiratory","COVID-19","","2022-06-10","2022-08-15","N"
"718",718,"Isabel and Arthur Meighen Manor - Davis Unit","155 Millwood Rd","LTCH","Respiratory","COVID-19","","2022-06-09","2022-06-22","N"
"719",719,"Scarborough Health Network - Birchmount - G3A","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-06-09","2022-06-21","N"
"720",720,"Deerwood Creek Care Community - Unit 3A (Memory Care)","70 Humberline Dr W","LTCH","Respiratory","Coronavirus*","","2022-06-08","2022-06-17","N"
"721",721,"Hawthorne Place Care Centre - RBU Unit, 3rd Fl & Kitchen","2045 Finch Ave W","LTCH","Respiratory","COVID-19","","2022-06-08","2022-08-04","N"
"722",722,"Valleyview Residence - 4 East","541 Finch Ave W","LTCH","Respiratory","Enterovirus/Rhinovirus","","2022-06-07","2022-06-16","N"
"723",723,"Extendicare Rouge Valley - Meadowvale","551 Conlins Rd","LTCH","Respiratory","COVID-19","","2022-06-06","2022-07-11","N"
"724",724,"Rekai Centre - Wellesley Central Place - 4 West","160 Wellesley St E","LTCH","Respiratory","Unable to identify","","2022-06-06","2022-06-15","N"
"725",725,"Scarborough Health Network - Scarborough General - T7 (Medicine)","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-06-06","2022-06-17","N"
"726",726,"Unity Health Toronto - Providence Healthcare - B4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-06-06","2022-06-21","N"
"727",727,"Villa Colombo Homes for the Aged - 2 Fusco","40 Playfair Ave","LTCH","Respiratory","Coronavirus*","","2022-06-04","2022-06-14","N"
"728",728,"Ivan Franko Home - 2 West","767 Royal York Rd","LTCH","Respiratory","COVID-19","","2022-06-02","2022-06-15","N"
"729",729,"RCC - Southlake Regional Health Centre - Church Site - 3B","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-06-02","2022-06-26","N"
"730",730,"Annex Retirement Residence - 5th Fl","123 Spadina Rd","Retirement Home","Respiratory","Respiratory syncytial virus","","2022-06-01","2022-06-07","N"
"731",731,"Fudger House - 1E","439 Sherbourne St","LTCH","Respiratory","Coronavirus*","","2022-06-01","2022-06-09","N"
"732",732,"Mon Sheong Home for the Aged - 4th Fl","36 D'Arcy St","LTCH","Respiratory","COVID-19","","2022-06-01","2022-06-19","N"
"733",733,"Centre For Addiction and Mental Health - Queen Street Site - Unit CCC6","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-05-31","2022-06-10","N"
"734",734,"Delmanor Wynford - 6th","187 Wynford Dr","Retirement Home","Respiratory","COVID-19","","2022-05-31","2022-06-13","N"
"735",735,"Kipling Acres - 2N & 3N","2233 Kipling Ave","LTCH","Respiratory","COVID-19","","2022-05-31","2022-07-15","N"
"736",736,"Shepherd Terrace Retirement Residence - 3rd Fl","3758 Sheppard Avenue E","Retirement Home","Respiratory","COVID-19","","2022-05-30","2022-06-23","N"
"737",737,"Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LFSE","2075 Bayview Ave","LTCH","Respiratory","COVID-19","","2022-05-30","2022-06-25","N"
"738",738,"Sunnybrook Health Sciences Centre - Holland Orthopaedic & Arthritic - I6E - CCC","43 Wellesley Street East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-28","2022-06-07","N"
"739",739,"University Health Network - Toronto Western - 3B","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-28","2022-06-07","N"
"740",740,"Cheltenham Care Community - 3rd Fl","5935 Bathurst St","LTCH","Respiratory","COVID-19","","2022-05-27","2022-06-08","N"
"741",741,"Meighen Retirement Residence","84 Davisville Ave","Retirement Home","Respiratory","COVID-19","","2022-05-27","2022-06-17","N"
"742",742,"Providence Healthcare - HOP 4 W","3276 St. Clair Avenue East","LTCH","Respiratory","COVID-19","","2022-05-27","2022-06-06","N"
"743",743,"The Kensington Gardens - 1W, 4W & 4E","25 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-05-27","2022-08-07","N"
"744",744,"Weston Terrace Care Community - 4B","2005 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2022-05-27","2022-06-21","N"
"745",745,"Chartwell Gibson Long Term Care Residence - 3rd Fl","1925 Steeles Ave E","LTCH","Respiratory","COVID-19","","2022-05-26","2022-06-13","N"
"746",746,"Hawthorne Place Care Centre - RBU","2045 Finch Ave W","LTCH","Respiratory","COVID-19","","2022-05-26","2022-06-06","N"
"747",747,"Westside - 4th Fl","1145 Albion Rd","LTCH","Respiratory","COVID-19","","2022-05-26","2022-07-13","N"
"748",748,"Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LFSW","2075 Bayview Ave","LTCH","Respiratory","COVID-19","","2022-05-25","2022-06-12","N"
"749",749,"Amica Bayview Gardens - 2nd, 4th, 6th & 7th Fl","19 Rean Dr","Retirement Home","Respiratory","COVID-19","","2022-05-24","2022-06-20","N"
"750",750,"Chester Village - 1W","3555 Danforth Ave","LTCH","Respiratory","COVID-19","","2022-05-24","2022-06-02","N"
"751",751,"Providence Healthcare - HOP 3 West","3276 St. Clair Avenue East","LTCH","Respiratory","COVID-19","","2022-05-24","2022-06-02","N"
"752",752,"Belmont House - 3rd Fl","55 Belmont Street","Retirement Home","Respiratory","COVID-19","","2022-05-23","2022-06-06","N"
"753",753,"Unity Health Toronto - St. Joseph's - 2M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-23","2022-06-03","N"
"754",754,"Lakeshore Lodge - 4th Fl North","3197 Lakeshore Blvd","LTCH","Respiratory","COVID-19","","2022-05-22","2022-06-02","N"
"755",755,"Scarborough Health Network - Birchmount - G3D Medicine","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-22","2022-06-06","N"
"756",756,"Sunnybrook Health Sciences Centre - Bayview Campus - C4","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-22","2022-06-07","N"
"757",757,"William Osler Health System - 9 CCC West","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-22","2022-05-31","N"
"758",758,"Dom Lipa - West 1","52 Neilson Drive","LTCH","Respiratory","COVID-19","","2022-05-21","2022-05-31","N"
"759",759,"Kensington Place Retirement Residence - 6th Fl","866 Sheppard Avenue","Retirement Home","Respiratory","COVID-19","","2022-05-21","2022-06-06","N"
"760",760,"Providence Healthcare - HOP 2 East","3276 St. Clair Avenue East","LTCH","Respiratory","COVID-19","","2022-05-20","2022-06-02","N"
"761",761,"Wellesley Central Place - 4 East","160 Wellesley St E","LTCH","Respiratory","COVID-19","","2022-05-20","2022-06-10","N"
"762",762,"Fudger House - 1W, 1E, 2W, 2E, 3W & 3E","439 Sherbourne St","LTCH","Respiratory","COVID-19","","2022-05-19","2022-08-24","N"
"763",763,"True Davidson Acres - 1st Fl","200 Dawes Rd","LTCH","Respiratory","COVID-19","","2022-05-19","2022-06-02","N"
"764",764,"Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSE","2075 Bayview Ave","LTCH","Respiratory","COVID-19","","2022-05-18","2022-05-28","N"
"765",765,"Unity Health Toronto - St. Joseph's - 3M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-18","2022-05-27","N"
"766",766,"University Health Network - Bickle Centre - N5 TCU","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-17","2022-05-27","N"
"767",767,"University Health Network - Bickle Centre - S4","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-17","2022-06-02","N"
"768",768,"Chartwell Guildwood Retirement Residence - Memory Living Side","65 Livingston Rd","Retirement Home","Respiratory","COVID-19","","2022-05-16","2022-05-27","N"
"769",769,"Michael Garron Hospital - H7","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-16","2022-05-21","N"
"770",770,"Ukrainian Canadian Care Centre - 3rd Fl","60 Richview Rd","LTCH","Respiratory","Coronavirus*","","2022-05-16","2022-06-03","N"
"771",771,"Norfinch Care Community - Unit 1A","22 Norfinch Dr","LTCH","Respiratory","COVID-19","","2022-05-15","2022-06-04","N"
"772",772,"Ukrainian Canadian Care Centre - 2nd & 3rd Fl","60 Richview Road","LTCH","Respiratory","COVID-19","","2022-05-15","2022-06-13","N"
"773",773,"William Osler Health System - 7E (Cardiology)","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-15","2022-05-22","N"
"774",774,"Bendale Acres - Unit 1W","2920 Lawrence Ave E","LTCH","Respiratory","Coronavirus*","","2022-05-13","2022-05-25","N"
"775",775,"Humber Valley Terrace - 1st Fl","95 Humber College Blvd","LTCH","Respiratory","COVID-19","","2022-05-13","2022-05-31","N"
"776",776,"Kensington Gardens - 4W (South Building)","25 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-05-13","2022-05-30","N"
"777",777,"Runnymede Healthcare Centre - 2 East","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-13","2022-05-24","N"
"778",778,"Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LGSE","2075 Bayview Ave","LTCH","Respiratory","COVID-19","","2022-05-13","2022-05-30","N"
"779",779,"Yee Hong Finch - 5th Fl South","60 Scottfield Dr","LTCH","Respiratory","Coronavirus*","","2022-05-13","2022-05-24","N"
"780",780,"Hellenic Home - 2A & 3A","2411 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-05-12","2022-06-02","N"
"781",781,"Baycrest Hospital - 5 East","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-11","2022-05-26","N"
"782",782,"Delmanor Prince Edward - 2nd Fl","4180 Dundas Street W","Retirement Home","Respiratory","COVID-19","","2022-05-11","2022-05-26","N"
"783",783,"Extendicare Bayview - South East Unit","550 Cummer Ave","LTCH","Respiratory","COVID-19","","2022-05-11","2022-05-22","N"
"784",784,"The Westbury - 7th Fl","495 The West Mall","LTCH","Respiratory","Influenza A (Not subtyped)","","2022-05-11","2022-05-20","N"
"785",785,"Unity Health Toronto - St. Michael's - 5B Perioperative Administration Area","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-11","2022-05-26","N"
"786",786,"Chartwell Scarlett Heights - 2nd Fl","4005 Eglinton Ave W","Retirement Home","Respiratory","Coronavirus*","","2022-05-10","2022-05-24","N"
"787",787,"Jewish Home for the Aged - 2RF","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2022-05-10","2022-05-19","N"
"788",788,"Meighen Retirement Residence - 3rd Fl","84 Davisville Ave","Retirement Home","Respiratory","COVID-19","","2022-05-10","2022-05-18","N"
"789",789,"Southlake Regional Health Centre - RCC Finch Site - 5 East","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-10","2022-05-27","N"
"790",790,"St. George Care Community - 1st Fl","225 St. George St","LTCH","Respiratory","COVID-19","","2022-05-10","2022-05-19","N"
"791",791,"The Kensington Gardens - Nth Building 1E","25 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-05-10","2022-06-02","N"
"792",792,"University Health Network - Toronto General - 6 MB","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-10","2022-05-20","N"
"793",793,"University Health Network - Toronto Western - 6A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-10","2022-05-26","N"
"794",794,"Wesburn Manor - 3N & 3S","400 The West Mall","LTCH","Respiratory","COVID-19","","2022-05-10","2022-06-05","N"
"795",795,"Extendicare Scarborough - 2 Main & 2 East","3830 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-05-09","2022-05-22","N"
"796",796,"Harold and Grace Baker Centre - 5th Fl","1 Northwestern Avenue","Retirement Home","Respiratory","COVID-19","","2022-05-09","2022-05-25","N"
"797",797,"The Millwood - 2nd, 3rd & 4th Fl","921 Millwood Road","Retirement Home","Respiratory","COVID-19","","2022-05-09","2022-05-31","N"
"798",798,"Ehatare Nursing Home - 4th Fl","40 Old Kingston Rd","LTCH","Respiratory","COVID-19","","2022-05-08","2022-05-30","N"
"799",799,"Hazelton Place Retirement Residence - 7th & 8th Fl","111 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2022-05-08","2022-05-24","N"
"800",800,"Unity Health Toronto - Providence - B5","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-08","2022-05-15","N"
"801",801,"Bendale Acres - 2E","2920 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-05-07","2022-06-04","N"
"802",802,"Baycrest Hospital - 4W","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-06","2022-05-28","N"
"803",803,"Centre For Addiction and Mental Health - Queen Street Site - Unit 1-5","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-05-06","2022-05-16","N"
"804",804,"Deerwood Creek Care Community - Unit 2A","70 Humberline Dr","LTCH","Respiratory","COVID-19","","2022-05-06","2022-05-24","N"
"805",805,"Fieldstone Commons Care Community - 1A, 2A, 2B, 3A, 3B & 4B","1000 Ellesmere Rd","LTCH","Respiratory","COVID-19","","2022-05-06","2022-06-29","N"
"806",806,"Sunnybrook Health Sciences Centre - Bayview Campus - C6","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-06","2022-06-10","N"
"807",807,"Baycrest Hospital - North York - 4E","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-05","2022-05-22","N"
"808",808,"Downsview Long Term Care Centre - Unit 1 East, Unit 2 East, & Unit 1 Centre","3595 Keele St","LTCH","Respiratory","COVID-19","","2022-05-05","2022-06-13","N"
"809",809,"Hellenic Care for Seniors","215 Tyrrel Avenue","LTCH","Respiratory","COVID-19","","2022-05-05","2022-05-30","N"
"810",810,"Mon Sheong Home for the Aged - 3F","36 D'Arcy St","Retirement Home","Respiratory","COVID-19","","2022-05-05","2022-05-24","N"
"811",811,"Cedarbrook Lodge - Transitional Care Unit - 6th Fl","520 Markham Rd","Transitional Care","Respiratory","COVID-19","","2022-05-04","2022-05-27","N"
"812",812,"Cedarbrook Lodge Retirement Residence - 2nd & 5th Fl","520 Markham Road","LTCH","Respiratory","COVID-19","","2022-05-04","2022-05-27","N"
"813",813,"Copernicus Lodge - 3 South & 3 North","66 Roncesvalles Ave","LTCH","Enteric","Norovirus-like","","2022-05-04","2022-05-20","N"
"814",814,"Salvation Army Toronto Grace Health Centre - 5th Fl (Post Acute Care Rehab)","650 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-04","2022-05-23","N"
"815",815,"The Wexford - 2nd & 4th Fl","1860 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-05-04","2022-06-09","N"
"816",816,"Altamont Care Community - Wing 1 & 2","92 Island Rd E","LTCH","Respiratory","Metapneumovirus","","2022-05-03","2022-05-20","N"
"817",817,"Tendercare Living Centre - 3rd Fl East wing","1020 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-05-03","2022-05-17","N"
"818",818,"Unity Health Toronto - St. Michael's - 6PGT","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-05-03","2022-05-12","N"
"819",819,"Yee Hong Centre - Scarborough Finch - Kitchen","60 Scottfield Dr","LTCH","Respiratory","COVID-19","","2022-05-03","2022-05-09","N"
"820",820,"One Kenton Place - 2nd Fl","1-3 Kenton Dr","Retirement Home","Respiratory","COVID-19","","2022-05-02","2022-05-23","N"
"821",821,"Retirement Suites by the Lake - 1st, 2nd, 3rd Fl, Kitchen & Dining Rm","2121 Kingston Rd","Retirement Home","Respiratory","COVID-19","","2022-05-02","2022-05-24","N"
"822",822,"Markham Stouffville Hospital - Finch Site - 5W","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-05-01","2022-05-24","N"
"823",823,"Shepherd Lodge","3760 Sheppard Avenue East","LTCH","Respiratory","COVID-19","","2022-04-30","2022-06-24","N"
"824",824,"Carefirst Transitional Care Centre - 3rd Fl","300 Silver Star Boulevard","Transitional Care","Respiratory","COVID-19","","2022-04-29","2022-05-10","N"
"825",825,"Ehatare Retirement Home","40 Old Kingston Road","Retirement Home","Respiratory","COVID-19","","2022-04-29","2022-05-25","N"
"826",826,"Ina Grafton Gage Home - 1st Fl","40 Bell Estate Rd","LTCH","Respiratory","COVID-19","","2022-04-29","2022-05-16","N"
"827",827,"Unity Health Toronto - Providence - B4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-29","2022-05-10","N"
"828",828,"Unity Health Toronto - St. Joseph's - 4M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-29","2022-05-12","N"
"829",829,"Mon Sheong Scarborough Long Term Care Centre - 2nd Fl North","2030 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-04-28","2022-05-25","N"
"830",830,"Scarborough Health Network - Scarborough General - 4C Medicine","3030 Lawrence Ave. E.","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-28","2022-05-12","N"
"831",831,"Unity Health Toronto - St. Michael's - 6B","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-28","2022-05-09","N"
"832",832,"West Park Long Term Care Centre - Humber York Unit","82 Buttonwood Avenue","LTCH","Respiratory","COVID-19","","2022-04-28","2022-06-04","N"
"833",833,"Scarborough Health Network - Scarborough General - 4E Medicine","3030 Lawrence Ave. E.","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-27","2022-05-08","N"
"834",834,"The Teddington - 2nd, 3rd, 4th & Dining","4 Teddington Park Avenue","Retirement Home","Respiratory","COVID-19","","2022-04-27","2022-05-16","N"
"835",835,"Christie Gardens - Annex Unit","600 Melita Cres","Retirement Home","Respiratory","COVID-19","","2022-04-26","2022-05-28","N"
"836",836,"Forestview Retirement Residence - 2nd & 3rd Fl","537 Finch Ave W","Retirement Home","Respiratory","Unable to identify","","2022-04-26","2022-05-12","N"
"837",837,"Fountain View Care Community - 1A & 2A","1800 O'Connor Dr","LTCH","Respiratory","COVID-19","","2022-04-26","2022-06-13","N"
"838",838,"Hellenic Home - 3B","2411 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-04-26","2022-05-06","N"
"839",839,"Centre for Addiction and Mental Health - Queen Site - Unit 1-3","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-04-25","2022-05-18","N"
"840",840,"Humber Valley Terrace - 2nd Fl","95 Humber College Blvd","LTCH","Respiratory","COVID-19","","2022-04-25","2022-05-05","N"
"841",841,"Kensington Gardens - 1E & 3E South building","25 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-04-25","2022-05-12","N"
"842",842,"Sunnybrook Health Sciences Centre - Bayview Campus - C4","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-25","2022-05-04","N"
"843",843,"Centre for Addiction and Mental Health - Queen Site - Unit 3-5","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-04-24","2022-05-07","N"
"844",844,"Norfinch Care Community - Unit 1A, 2B, & 3B","22 Norfinch Dr","LTCH","Respiratory","COVID-19","","2022-04-24","2022-05-10","N"
"845",845,"Rekai Centre - Sherbourne Place - Basement management office","345 Sherbourne St","LTCH","Respiratory","COVID-19","","2022-04-24","2022-05-03","N"
"846",846,"Unity Health Toronto - St. Michael's - 14CG","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-24","2022-05-06","N"
"847",847,"Valleyview Long Term Care - 3rd Fl","541 Finch Ave W","LTCH","Enteric","Unable to identify","","2022-04-24","2022-05-06","N"
"848",848,"Dom Lipa","52 Neilson Dr","Retirement Home","Respiratory","COVID-19","","2022-04-23","2022-05-07","N"
"849",849,"North York General Hospital - General Site - 5W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-23","2022-05-13","N"
"850",850,"Toronto Rehabilitation Institue - University Centre - S5","550 University Ave","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-23","2022-05-06","N"
"851",851,"Fairfield Residence","10 Fairfield Ave","Retirement Home","Respiratory","COVID-19","","2022-04-22","2022-05-05","N"
"852",852,"Isabel Arthur Meighen Manor - Fisher & Moore Units","155 Millwood Road","LTCH","Respiratory","Rhinovirus","","2022-04-22","2022-05-04","N"
"853",853,"Norfinch Care Community - Unit 2B & 3B","22 Norfinch Dr","LTCH","Respiratory","Influenza A (H3)","","2022-04-22","2022-05-05","N"
"854",854,"West Park Healthcare Centre - 3WF","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-22","2022-05-09","N"
"855",855,"Chester Village - 3E","3555 Danforth Ave","LTCH","Respiratory","COVID-19","","2022-04-21","2022-05-02","N"
"856",856,"Sunnybrook Health Sciences Centre - Bayview Campus - D3","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-21","2022-05-06","N"
"857",857,"University Health Network - Toronto Western - 8B","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-21","2022-05-24","N"
"858",858,"University Health Network - Toronto Western - 9A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-21","2022-05-05","N"
"859",859,"West Park Healthcare Centre - 3WD","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-21","2022-05-03","N"
"860",860,"Centre for Addiction and Mental Health - Queen Site -","1001 Queen Street West - Unit 1-2","Hospital-Psychiatric","Respiratory","COVID-19","","2022-04-20","2022-05-09","N"
"861",861,"Cheltenham Care Community - 2nd Fl","5935 Bathurst St","LTCH","Respiratory","COVID-19","","2022-04-20","2022-05-18","N"
"862",862,"Dom Lipa - West 1, West 2, K-Wing, & Basement Kitchen","52 Neilson Drive","LTCH","Respiratory","COVID-19","","2022-04-20","2022-05-17","N"
"863",863,"Jewish Home for the Aged - 4RF","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2022-04-20","2022-05-16","N"
"864",864,"Carefree Lodge - 2nd Fl","306 Finch Ave E","LTCH","Respiratory","COVID-19","","2022-04-19","2022-05-04","N"
"865",865,"Centre for Addiction and Mental Health - Queen Site -","1001 Queen Street West - Unit 1-4","Hospital-Psychiatric","Respiratory","COVID-19","","2022-04-19","2022-05-06","N"
"866",866,"Chartwell Trilogy Long Term Care Residence - 1st, 2nd -","340 McCowan Rd - 3rd & 4th Fl","LTCH","Respiratory","COVID-19","","2022-04-19","2022-04-25","N"
"867",867,"Rekai Centre - Wellesley Central Place - 2 West","160 Wellesley St E","LTCH","Respiratory","Influenza A (H3)","","2022-04-19","2022-05-01","N"
"868",868,"The Dunfield Retirement Residence - Toronto - 8th ,10th, Dining & Bistro","77 Dunfield Ave","Retirement Home","Respiratory","COVID-19","","2022-04-19","2022-05-14","N"
"869",869,"Jewish Home for the Aged - 3EI","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2022-04-18","2022-04-28","N"
"870",870,"New Horizons Tower - 3rd Fl & Kitchen/Dining","1140 Bloor St W","Retirement Home","Respiratory","COVID-19","","2022-04-18","2022-05-04","N"
"871",871,"Tapestry at Village Gate West - 11th Fl","15 Summerland Terr","Retirement Home","Respiratory","COVID-19","","2022-04-18","2022-04-26","N"
"872",872,"Toronto East Health Network - Atrium at Kew Beach Retirement Residence - 3 East","500 Kingston Rd.","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-18","2022-05-05","N"
"873",873,"North York General Hospital - General Site - 4W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-17","2022-05-10","N"
"874",874,"Sunnybrook Health Sciences Centre - Veterans Centre - K2W","2075 Bayview Ave","LTCH","Respiratory","COVID-19","","2022-04-16","2022-04-29","N"
"875",875,"University Health Network - Toronto Western - 4B","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-16","2022-05-02","N"
"876",876,"Cummer Lodge - 4S","205 Cummer Ave","LTCH","Respiratory","COVID-19","","2022-04-15","2022-04-27","N"
"877",877,"Presentation Manor For Seniors - 1st, 2nd, 3rd & 4th Fl","61 Fairfax Cres","Retirement Home","Respiratory","COVID-19","","2022-04-15","2022-05-20","N"
"878",878,"McCowan Retirement Residence - 5th Fl","2881 Eglinton Avenue E","Retirement Home","Respiratory","COVID-19","","2022-04-14","2022-04-25","N"
"879",879,"Sinai Health System - Hennick Bridgepoint Hospital - 8 North","1 Bridgepoint Dr","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-14","2022-04-23","N"
"880",880,"Sts. Peter and Paul Residence - 5th & 6th Fl","221 Milner Ave","Retirement Home","Respiratory","COVID-19","","2022-04-14","2022-05-11","N"
"881",881,"The Village of Humber Heights - Brule, Alderwood, Wadsworth","2245 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2022-04-14","2022-06-14","N"
"882",882,"Humber River Hospital - Wilson - 9 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-13","2022-04-22","N"
"883",883,"Mon Sheong Scarborough Long Term Care Centre - Ground Fl","2030 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-04-13","2022-04-22","N"
"884",884,"West Park Healthcare Centre - 3EC","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-13","2022-04-24","N"
"885",885,"Centre for Addiction and Mental Health - Queen Site -","1001 Queen Street West - Unit 1-5","Hospital-Psychiatric","Respiratory","COVID-19","","2022-04-12","2022-04-26","N"
"886",886,"Extendicare Rouge Valley - Toronto - 1st Fl Clark House, Morrish House, Basement Kitchen & Nursing Clerk Rm (3rd Fl)","551 Conlins Rd","LTCH","Respiratory","COVID-19","","2022-04-12","2022-06-04","N"
"887",887,"Leaside Retirement Residence - Building 14, 6th Fl","10 -14 William Morgan Drive","Retirement Home","Respiratory","COVID-19","","2022-04-12","2022-06-09","N"
"888",888,"Salvation Army Toronto Grace Health Centre - 4th Fl","650 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-04-12","2022-04-25","N"
"889",889,"University Health Network - Toronto Western - 8A - GIM","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-04-12","2022-04-30","N"
"890",890,"Villa Colombo Homes for the Aged - 2 Fidani, 3 Fidani, & 3 Fusco","40 Playfair Ave","LTCH","Respiratory","COVID-19","","2022-04-12","2022-06-08","N"
"891",891,"Cedarvale Terrace - 2nd & 3rd Fl","429 Walmer Road","LTCH","Respiratory","COVID-19","","2022-04-11","2022-05-18","N"
"892",892,"Centennial Park Place","25 Centennial Park Rd","Retirement Home","Respiratory","COVID-19","","2022-04-11","2022-04-24","N"
